Language Code,Language Name,Sphere,ID,YouTubeURL,,,,transcript,Q1,Q2,Q3,Q4,CallToAction,
ENG,English,GOV,GOV-03,https://youtu.be/hzK-XRg7j7k,,,,,In what ways do God's laws address deeper issues than human laws typically do?,How can governments incorporate the principles of God’s law to address societal issues more effectively?,,,What will be your first action after learning this?,
ENG,English,GOV,GOV-04,https://youtu.be/iSzxMguKWRU,,,,,How does this unique role of God challenge our perception of human governance?,"If God is the only ""lawgiver and judge,"" what role do human governments play in making and enforcing laws?",,,How has today's information inspired you to act?,
ENG,English,GOV,GOV-05,https://youtu.be/jYqo8uwGheE,,,,,"Why are righteousness, justice, love, and truth foundational to God's governance?",What would an earthly government look like if it were built on these same foundations?,,,"In light of today's lessons, what will you do differently?",
ENG,English,GOV,GOV-06,https://youtu.be/6QhVttZjI2A,,,,,How does this vision of the messiah challenge our current perceptions of leadership and authority in government?,How might someone modeling these qualities of the Messiah in governance impact the world?,,,What move are you inspired to make following today's session?,
ENG,English,GOV,GOV-CAT-2,https://youtu.be/0aN458AmOq4,,,,,,,,,,
ENG,English,GOV,GOV-07,https://youtu.be/hpeBKb737sk,,,,,Why should the role of government reflect God’s authority and justice in society?,How does this passage challenge your view of submitting to governing authorities? ,,,What commitment will you make after today's learning?,
ENG,English,GOV,GOV-08,https://youtu.be/_vG19EHWEZ8,,,,,Why was it important for this law to be adaptable in the case of the daughters of Zelophehad?,What lessons can modern governments learn from this case about adapting laws for fairness?,,,"Based on what you learned today, what goal will you set?",
ENG,English,GOV,GOV-09,https://youtu.be/Kfzp3OeW5iI,,,,,How does Esther’s example challenge our understanding of governmental leadership and sacrifice?,How can Esther's example inspire leaders in government to advocate for injustice and suffering in your nation?,,,What initiative will you take as a result of today's insights?,
ENG,English,GOV,GOV-10,https://youtu.be/RZmoyCiHyqc,,,,,Why is the protection of individuals from unjust harm a vital aspect of government?,"What rights should be protected for every human, and what do you base those rights on?",,,How will you transform today's knowledge into action?,
ENG,English,GOV,GOV-11,https://youtu.be/hdOdONHQp30,,,,,"Why does the protection of the most vulnerable, like children, serve as a measure of a government's justice?","Who are some of the most vulnerable in your community, and what is the impact on society when they are not protected? ",,,"In response to today's learning, what changes will you implement?",
ENG,English,GOV,GOV-12,https://youtu.be/dckc09kV4JA,,,,,What can governments learn from Moses’ story about the importance of legal processes?,"Why are private attempts to exercise justice, as seen in Moses' story unjust?",,,What practical step will you take following today's sphere discovery?,
ENG,English,GOV,GOV-13,https://youtu.be/3OXT5M2unH8,,,,,What implications does this have for understanding the role of government in modern society?,Why should both personal morality and good government mutually reinforce each other?,,,How will today's learning shape your next steps?,
ENG,English,GOV,GOV-14,https://youtu.be/3OXT5M2unH8,,,,,"Why does excessive bureaucracy contribute to injustice and oppression, as illustrated in this passage?",How can the principle of subsidiarity be applied in modern governance to ensure efficiency and justice without overburdening the system?,,,What proactive measure are you inspired to take today?,
ENG,English,GOV,GOV-CAT-3,https://youtu.be/GUEq9Vg0deQ,,,,,,,,,,
ENG,English,GOV,GOV-15,https://youtu.be/uL3s_sNIszs,,,,,Why does the fear of the Lord result in righteous leadership?,In what ways does a nation flourish under righteous leadership?,,,What will you start doing differently based on today's lessons?,
ENG,English,GOV,GOV-16,https://youtu.be/5wGnzZ6O47s,,,,,Why is King Josiah's example significant in understanding a call to please God through work in Government?,What are some practical ways a modern leader can apply Josiah’s approach to governance?,,,How has today's session propelled you to take action?,
ENG,English,GOV,GOV-17,https://youtu.be/g5I0wR2MYsg,,,,,How does Deborah's story challenge our understanding of leadership in governance?	,Why should leadership be based on competency and obedience to God and not restricted by other factors?,,,What decision are you inspired to make following today's information?,
